position,discord_id,username,insc_held,balance,mined,exact_guesses,max_reward,fav_glyph,lucky_glyph
1847,838282135890296853,"🚢🛸rajnish1782",1,1971,10,0,0,"ᚹ",
1848,884033819693449237,Gionix1177,1,1971,11,0,0,"ᛇ",
1849,892811127950553161,"SRAVAD 🕵",1,1965,6,0,0,"ᛖ",
1850,942025043674804224,Aashu88,1,1963,7,0,0,"ᛇ",
1851,823596697916538892,Artemoni,1,1954,3,0,0,"ᛊ",
1852,978982472878555146,Rahul8,1,1947,8,0,0,"ᚷ",
1853,975362912438845484,"mehul patel",1,1942,4,0,0,"ᛜ",
1854,843730452493631488,shivambhai0,1,1940,10,0,0,"ᚷ",
1855,950370080435367937,Anisha,1,1938,5,0,0,"ᚱ",
1856,1071674242216771624,Madhs8879,1,1933,7,0,0,"ᛞ",
1857,1128300649277292676,kdmisti,1,1932,11,0,0,"ᛒ",
1858,1068880849417814146,Denisesantos,1,1924,7,0,0,"ᛇ",
1859,1089435240637927456,"kamal331 | Suiswap IDO on 06/03",1,1914,8,0,0,"ᛏ",
1860,1137706043661619250,kanha12,1,1903,14,0,0,"ᛒ",
1861,944938876210913350,prasanta,1,1897,6,0,0,"ᚹ",
1862,900293563538104350,chandhu116,1,1889,8,0,0,"ᛟ",
1863,826790107927150592,"Gianni | ""| Full Force""",1,1884,18,0,0,"ᛉ",
1864,810389721401655306,"Aman Aryan🐻⛓",1,1882,6,0,0,"ᚹ",
1865,1023119590588416030,shwievskwp2681,1,1882,4,0,0,"ᛏ",
1866,872455320620908614,samsapiol_,1,1881,8,0,0,"ᛉ",
1867,714755309591068689,rajendra978,1,1860,7,0,0,"ᛈ",
1868,848267886123679759,"sonia1886🚢",1,1857,9,0,0,"ᚺ",
1869,314453117485842433,twinkiend,1,1851,9,0,0,"ᛊ",
1870,818114245127307264,Loudster,1,1848,5,0,0,"ᛏ",
1871,820718467363766282,Everpadilha81,1,1848,5,0,0,"ᛏ",
1872,825307511254286358,ANALDOUCHE,1,1844,5,0,0,"ᛏ",
1873,825420143248408606,Ankitsharma,1,1842,8,0,0,"ᛞ",
1874,831761239457398826,Tahir|Web3Go,1,1837,3,0,0,"ᛇ",
1875,1195761115024601120,"Robb Stark",1,1837,3,0,0,"ᛒ",
1876,990219498978152459,Jisan,1,1833,10,0,0,"ᚺ",
1877,801152589286473769,"Em$tyle/// Rekt101🇵🇸",1,1826,2,0,0,"ᚷ",
1878,834091683900948480,KLIKOKO,1,1821,4,0,0,"ᛖ",
1879,834097627271397408,AchiveMan,1,1821,4,0,0,"ᛖ",
1880,840345685130870864,BrickBaZukka,1,1821,4,0,0,"ᛖ",
1881,732768536929501217,CMT,1,1815,9,0,0,"ᛖ",
1882,424279495789510657,Rhea,1,1813,8,0,0,"ᛏ",
1883,1097119050716426260,Abhishek5911,1,1809,13,0,0,"ᛉ",
1884,1212383898659594261,Zorxon,1,1808,8,0,0,"ᛟ",
1885,1062595417994432572,JohnCats,1,1807,7,0,0,"ᚨ",
1886,606541040190488595,naveedahktar,1,1805,15,0,0,"ᛉ",
1887,937224976535277618,"OxRafi | #getINKed",1,1802,8,0,0,"ᚢ",
1888,1143914804352925696,Zohan585,1,1798,11,0,0,"ᛒ",
1889,837351146690445322,"Jím | Web3Go",1,1793,2,0,0,"ᚢ",
1890,1153740549862469706,"Buddhi prakash",1,1789,13,0,0,"ᛒ",
1891,1201526169225404551,"CRYPTO BEAST",1,1783,10,0,0,"ᚺ",
1892,705767325172760646,sourav11op,1,1782,14,0,0,"ᚷ",
1893,909375921033736212,ROHIT,1,1779,8,0,0,"ᛏ",
1894,718470589928570901,"Sahilhu ⛓ SubQuery Web3Go",1,1768,7,0,0,"ᛒ",
1895,429686113419132948,lavya,1,1767,11,0,0,"ᛇ",
1896,1211918025775652924,Anand,1,1764,10,0,0,"ᛏ",
1897,1150424667740455032,"Harsh Gupta | Web3Go",1,1758,6,0,0,"ᛏ",
1898,842613022836260885,raunanj,1,1757,12,0,0,"ᛇ",
1899,1032276786190483497,"mahi07🕵",1,1757,11,0,0,"ᚷ",
1900,631548024899895297,raghavchaudhary_,1,1755,7,0,0,"ᛃ",
1901,1208783733080199201,bigbossrk1234,1,1753,13,0,0,"ᛈ",
1902,1076440833257123951,yealu,1,1750,9,0,0,"ᛃ",
1903,890802258248359976,Lewishkay,1,1738,7,0,0,"ᚾ",
1904,1209295798811103264,jjongandfeel,1,1737,3,0,0,"ᚱ",
1905,837289657468977192,Raaj,1,1733,7,0,0,"ᛟ",
1906,1035411057767882815,"dakashkumar | Web3Go",1,1717,6,0,0,"ᛃ",
1907,1210570566315020378,rckrenu75902,1,1716,9,0,0,"ᚢ",
1908,1071599271134122004,shivasoni,1,1712,4,0,0,"ᛟ",
1909,1054422841929510992,Itz_Abhi.bit,1,1711,5,0,0,"ᛊ",
1910,946910235661049896,jainmod,1,1708,10,0,0,"ᚾ",
1911,920054192222134292,devil6173,1,1706,9,0,0,"ᚷ",
1912,848834101448278016,"sanket Ghodke",1,1699,11,0,0,"ᛖ",
1913,1081335073963520000,jk001,1,1689,7,0,0,"ᚦ",
1914,934478647966982215,Ayush1507,1,1686,8,0,0,"ᛗ",
1915,825538081499250738,Nehal7209#5538,1,1678,6,0,0,"ᛈ",
1916,1215886815786172507,Nadim,1,1675,4,0,0,"ᛟ",
1917,1205925682257862716,Vishal,1,1668,16,0,0,"ᚹ",
1918,573938721649459248,"Shivam Malik | Parcel",1,1665,7,0,0,"ᚷ",
1919,818542664366424064,DIS2RBED,1,1660,4,0,0,"ᛖ",
1920,823076499505807401,LevisPump,1,1660,4,0,0,"ᛖ",
1921,1216431664486416497,"Dhrvo Dolon 🦀",1,1654,5,0,0,"ᛞ",
1922,1072280494567338084,"maza 🕵",1,1646,3,0,0,"ᛚ",
1923,1076050045385842708,ajay,1,1646,3,0,0,"ᛗ",
1924,188691044387258369,KK,1,1640,10,0,0,"ᛟ",
1925,1019419818396504114,Laxmi6465,1,1638,8,0,0,"ᛈ",
1926,1109447739890212894,Crypto_nation7,1,1635,9,0,0,"ᚠ",
1927,928507698528542740,Jon_Snow,1,1633,11,0,0,"ᛉ",
1928,1110263185623220255,rojal4188,1,1622,7,0,0,"ᚹ",
1929,1065606061945536552,rajputaslok143,1,1608,9,0,0,"ᛏ",
1930,1208618197142732830,pkpubgking12,1,1607,6,0,0,"ᚢ",
1931,860864608629948477,mahi50,1,1604,10,0,0,"ᚷ",
1932,1020313285469421670,najim80,1,1603,10,0,0,"ᚷ",
1933,827881526741958657,RaccoonVibing,1,1597,4,0,0,"ᛏ",
1934,838450008185241620,Dorrain,1,1597,4,0,0,"ᛏ",
1935,819894637917110322,DIMONDINO,1,1595,3,0,0,"ᛖ",
1936,828968048802922546,GuiMing,1,1595,3,0,0,"ᛖ",
1937,833456828826386482,AlthairsKun,1,1595,3,0,0,"ᛖ",
1938,748996475354349698,"Wahid Ali  | Web3Go",1,1594,14,0,0,"ᛇ",
1939,1018190092847808573,yourdandy00,1,1594,7,0,0,"ᛟ",
1940,451434996004159498,Michael,1,1584,8,0,0,"ᚹ",
1941,1121064883350417499,"“ | Web3Go “",1,1584,5,0,0,"ᛜ",
1942,938016468270981161,"Rohit 09",1,1579,11,0,0,"ᛇ",
1943,892781106175307857,Muthuraju,1,1576,6,0,0,"ᛒ",
1944,920976424863686717,Lucif3r,1,1573,13,0,0,"ᛉ",
1945,1164038527370154074,Rupendrakumar,1,1571,9,0,0,"ᚺ",
1946,885139501205299210,"Hamza Bilal",1,1557,10,0,0,"ᚹ",
1947,951346903189159966,ghazihaider.,1,1555,5,0,0,"ᛞ",
1948,901157270866522202,qwerty,1,1550,4,0,0,"ᛟ",
1949,834227885513769020,GamerWaifu,1,1544,5,0,0,"ᚷ",
1950,869835684813373460,"Raj pandey",1,1543,4,0,0,"ᛜ",
1951,1174267135829229578,Raju,1,1536,3,0,0,"ᛟ",
1952,807251735323082772,Guru4251,1,1534,9,0,0,"ᚺ",
1953,872352753312219216,"Deepak kumar",1,1527,7,0,0,"ᛉ",
1954,953979150912327681,IMElon,1,1527,2,0,0,"ᛟ",
1955,900446743878066187,sadhanagg,1,1525,3,0,0,"ᛈ",
1956,1210270723139047508,"Jack willson",1,1517,9,0,0,"ᚺ",
1957,907538649741160458,afzalkkk,1,1515,7,0,0,"ᚠ",
1958,1205517108931203072,"Nasim Ahmed",1,1511,4,0,0,"ᛖ",
1959,826161047773380680,kalash,1,1503,10,0,0,"ᛉ",
1960,948134810881249290,"@alaraf3040 ⛓ SubQuery",1,1503,7,0,0,"ᚷ",
1961,944134371781259305,getkickuser#9075,1,1498,5,0,0,"ᛞ",
1962,976800692612259870,shyam78,1,1494,5,0,0,"ᛉ",
1963,790282083863232543,"Milan Mungrati|Full Force",1,1493,11,0,0,"ᚷ",
1964,951052125230739488,rahulbharat,1,1489,7,0,0,"ᚺ",
1965,825978393454837791,Nikki68,1,1483,1,0,0,"ᛜ",
1966,833543782329876530,goutammandal,1,1483,1,0,0,"ᛜ",
1967,969509990308126750,"⛧axxturel⛧",1,1483,1,0,0,"ᛚ",
1968,1170015798165770301,gopal,1,1483,1,0,0,"ᛚ",
1969,832108464360128532,Deep,1,1481,6,0,0,"ᛇ",
1970,1094530255110295632,HaYoon,1,1481,9,0,0,"ᛏ",
1971,1096470627596120196,fshah23,1,1479,8,0,0,"ᛟ",
1972,701107510530146444,Paras,1,1478,8,0,0,"ᛞ",
1973,976414817491488799,"Mayank bhardwaj",1,1473,8,0,0,"ᚱ",
1974,933315916513574983,STELLER,1,1468,2,0,0,"ᛖ",
1975,840444679077101570,dhanade123,1,1462,8,0,0,"ᛈ",
1976,667722460753428520,"Ankit  | NeptuneX",1,1449,6,0,0,"ᛗ",
1977,1212038393064718378,RhinoWBI,1,1439,4,0,0,"ᛇ",
1978,1083047559167213648,rabhaa,1,1434,6,0,0,"ᛃ",
1979,507940221099442177,mr_ud,1,1433,6,0,0,"ᛃ",
1980,1053856522964312084,Bloom,1,1426,3,0,0,"ᚺ",
1981,901181817883865118,wzard13,1,1420,6,0,0,"ᛖ",
1982,896349558534189076,vijay2012,1,1418,7,0,0,"ᛗ",
1983,942397276742094889,vinothvino9941,1,1411,10,0,0,"ᚷ",
1984,950938890909417502,asif,1,1410,5,0,0,"ᛟ",
1985,1081628730092429354,galxedis3,1,1407,6,0,0,"ᛇ",
1986,826021559306027018,Chandan919927,1,1399,4,0,0,"ᛒ",
1987,1192337524870356995,UNKNOWN,1,1398,9,0,0,"ᛉ",
1988,831157283516842024,Rhea,1,1397,7,0,0,"ᚷ",
1989,837285526180462653,ddeepakk,1,1397,10,0,0,"ᛈ",
1990,836890781473177620,Sushil209,1,1395,8,0,0,"ᛜ",
1991,931167284003754014,sunil,1,1394,4,0,0,"ᛜ",
1992,991972573808185374,susant456,1,1393,7,0,0,"ᛉ",
1993,1033403007469109318,"Inscription lover",1,1386,4,0,0,"ᛟ",
1994,1010644815404351630,suhana,1,1383,7,0,0,"ᛖ",
1995,926383029943926826,"Silant~Box .btc/🇮🇳",1,1378,6,0,0,"ᛟ",
1996,837341217846853632,"Srishti Das",1,1374,2,0,0,"ᛏ",
1997,833399606233792512,Manish123,1,1368,4,0,0,"ᛁ",
1998,1139942063606091797,"hawasingh | Web3Go",1,1368,4,0,0,"ᛟ",
1999,1205346688475209754,"Ranjit Roul",1,1368,4,0,0,"ᚨ",
2000,923626266458988594,"VEDU🖤 |Web3Go",1,1367,6,0,0,"ᛚ",
2001,942015345269555231,Ayush555,1,1366,10,0,0,"ᛊ",
2002,1180369911181234317,shiv,1,1365,6,0,0,"ᛜ",
2003,1189920162674118746,rumble_gomblegames,1,1361,5,0,0,"ᛈ",
2004,434670606747959296,Rajput,1,1357,4,0,0,"ᛈ",
2005,979112103078150244,bisu3751,1,1355,6,0,0,"ᛟ",
2006,888150140437823499,LEGENDMAN#777,1,1352,8,0,0,"ᚾ",
2007,1216389337588170783,xandros,1,1351,3,0,0,"ᛟ",
2008,637697710820163644,inw1te,1,1343,7,0,0,"ᛈ",
2009,1135816353513734166,sonu2231om,1,1341,6,0,0,"ᛇ",
2010,658275643594768395,Ryuk,1,1338,10,0,0,"ᛒ",
2011,860899304204926976,"dipenshu Barnwal",1,1337,11,0,0,"ᛉ",
2012,1216816489261170699,Raman,1,1337,6,0,0,"ᛒ",
2013,1036569748500123668,"PRO LOTARS 💰💰",1,1325,4,0,0,"ᛟ",
2014,872654626304954489,Bhavesh,1,1323,7,0,0,"ᚷ",
2015,995906248170033202,"Md Najmul Hossen",1,1322,5,0,0,"ᛟ",
2016,790619513224822784,SpongeBob,1,1315,10,0,0,"ᛇ",
2017,958441065575219351,"vikasisn 🕵",1,1315,6,0,0,"ᚹ",
2018,875944474461732884,"Priya_Go Art 🎨|",1,1310,7,0,0,"ᚷ",
2019,835418177873641483,Squintoo,1,1305,9,0,0,"ᛖ",
2020,921785651354030120,mahadev,1,1305,4,0,0,"ᛇ",
2021,921801157570093126,chinu2724,1,1305,4,0,0,"ᛏ",
2022,932195783791505418,rima,1,1305,4,0,0,"ᛈ",
2023,871005959705722880,Sahil1111,1,1302,11,0,0,"ᛁ",
2024,1020849980279373855,Ankur,1,1298,9,0,0,"ᛞ",
2025,1103655914587820143,"shahil | Full Firce",1,1290,5,0,0,"ᛇ",
2026,973451485193048084,subha145,1,1285,8,0,0,"ᛇ",
2027,1084352509960790137,Aadarsh,1,1281,6,0,0,"ᛞ",
2028,859094345818308630,"Tuman 🪐",1,1279,3,0,0,"ᚠ",
2029,1214610735955578942,Navid,1,1278,3,0,0,"ᛟ",
2030,1217849054805884929,Khaled,1,1277,6,0,0,"ᛜ",
2031,991974857648640080,arjit7120,1,1267,7,0,0,"ᚹ",
2032,875778949706305668,"Abstract Saiyan",1,1260,2,0,0,"ᛗ",
2033,739272990331764806,Navarro,1,1258,10,0,0,"ᛗ",
2034,836174232332402749,mrinal,1,1254,7,0,0,"ᚺ",
2035,840588589397573663,Masoni,1,1243,6,0,0,"ᚷ",
2036,1029107394225115217,ariroy69,1,1243,8,0,0,"ᛟ",
2037,696252361114648616,"Shashanck | BERA GHOST",1,1233,10,0,0,"ᛉ",
2038,1037272464201351208,"Inspect 2.0",1,1232,1,0,0,"ᛏ",
2039,1206174031796109347,Rock,1,1232,1,0,0,"ᛖ",
2040,1189538537041838141,"Bracken👾",1,1223,10,0,0,"ᚾ",
2041,925057957366988811,"satya Bhai",1,1218,5,0,0,"ᚺ",
2042,1061097499152101476,"Itz_Crypto_AS | Web3Go",1,1213,4,0,0,"ᛟ",
2043,754967423219925023,Bepro,1,1211,5,0,0,"ᚹ",
2044,1206201027674771519,"Jai prakash Gautam",1,1204,9,0,0,"ᛟ",
2045,1081766313191546922,Alex,1,1203,6,0,0,"ᛗ",
2046,868522512953245747,Kaushal,1,1196,6,0,0,"ᛗ",
2047,1199742466560118898,metamaskoat2,1,1190,7,0,0,"ᚷ",
2048,1208329407677202472,Jayeshchor,1,1184,5,0,0,"ᚷ",
2049,856172512978403339,komal,1,1183,5,0,0,"ᛉ",
2050,821206379711692830,"CR | Space Runners",1,1181,5,0,0,"ᛞ",
2051,1043209536279957554,kaka123,1,1181,15,0,0,"ᛊ",
2052,597779112446394368,ggrhs,1,1176,7,0,0,"ᛚ",
2053,957573391429271563,bkk,1,1171,7,0,0,"ᛜ",
2054,756849032902606868,venkymayara,1,1170,6,0,0,"ᚷ",
2055,924253481190178907,mohsinali,1,1169,6,0,0,"ᛈ",
2056,947110353035198485,usman604,1,1163,7,0,0,"ᛟ",
2057,1002289951741841448,sablu548,1,1163,10,0,0,"ᚺ",
2058,895493752498581515,manas,1,1161,8,0,0,"ᛞ",
2059,828667702280978454,"sachin8054 | Web3Go",1,1160,5,0,0,"ᛊ",
2060,1163157854535036970,VivekPatel,1,1152,9,0,0,"ᛇ",
2061,1077886618033192970,sandeepl,1,1150,7,0,0,"ᚺ",
2062,828311070938628106,Purusottam,1,1149,7,0,0,"ᛇ",
2063,835782391083171902,shael.bnb,1,1145,8,0,0,"ᛊ",
2064,417930809211748378,kailash.patra,1,1144,8,0,0,"ᛗ",
2065,909848419672137728,"Lisayogesh  | Web3Go",1,1144,4,0,0,"ᚠ",
2066,952823239380463628,goutam,1,1142,2,0,0,"ᛗ",
2067,670198313789685760,acoR,1,1141,8,0,0,"ᛈ",
2068,919931397471371314,Devil7361,1,1141,9,0,0,"ᚷ",
2069,1197917717878034503,"AMR😴😴",1,1141,5,0,0,"ᛇ",
2070,1077889911656546344,Bhrama,1,1140,6,0,0,"ᚾ",
2071,1078531727661740102,pandit,1,1140,6,0,0,"ᛁ",
2072,835711915304026153,AKSH,1,1139,6,0,0,"ᛖ",
2073,1110272127438954577,abrahim,1,1134,4,0,0,"ᚷ",
2074,1207899920019890186,FaDiKhan,1,1129,6,0,0,"ᛗ",
2075,831858290681184298,sunilrathore5235,1,1121,5,0,0,"ᛇ",
2076,930893048269914123,mooreservice,1,1121,3,0,0,"ᚷ",
2077,1138485672932560917,Juliya9999,1,1121,3,0,0,"ᚲ",
2078,850746382537195560,"⚔🥷Web3Go",1,1116,7,0,0,"ᚺ",
2079,995362947230605362,Manoj,1,1115,6,0,0,"ᚾ",
2080,825304001783922719,navin2313,1,1110,9,0,0,"ᚹ",
2081,770916874326245406,"Rahul kumar",1,1109,10,0,0,"ᛒ",
2082,1000603219619221555,"xbinance | Venom",1,1096,7,0,0,"ᛟ",
2083,838308253989470221,Piyush,1,1088,6,0,0,"ᛊ",
2084,979114022798524510,suman9225,1,1088,5,0,0,"ᛚ",
2085,939044060889493534,aptos7403,1,1086,8,0,0,"ᚾ",
2086,922044547024977930,Shamsheer,1,1082,9,0,0,"ᚷ",
2087,842833729956216862,silu2003,1,1080,4,0,0,"ᛇ",
2088,782869113122979860,Degen,1,1079,6,0,0,"ᛃ",
2089,853686469394432040,DUBSCRACK#6340,1,1076,8,0,0,"ᚺ",
2090,805657327192899624,Alokyadav27554,1,1075,7,0,0,"ᛃ",
2091,927670124884947015,"gujju ff",1,1074,8,0,0,"ᚷ",
2092,1000568909101019206,rajnikant7248,1,1070,7,0,0,"ᛉ",
2093,1147202251862048768,Meet,1,1066,3,0,0,"ᚷ",
2094,1116156971838611509,"! Lukz",1,1064,5,0,0,"ᚷ",
2095,955692988904898600,aisuya,1,1048,5,0,0,"ᚷ",
2096,845384334784987146,ReSourcei,1,1039,4,0,0,"ᚷ",
2097,845477114471120936,MikeSRegalosS,1,1039,3,0,0,"ᛜ",
2098,458472499114541066,BeeRus,1,1031,2,0,0,"ᚷ",
2099,920311393230651442,"Amit707“ | Web3Go “",1,1025,10,0,0,"ᚺ",
2100,748937837281411122,"Arasadasantosh🕶",1,1023,4,0,0,"ᛖ",
2101,817693845423915029,BeMcMuffi,1,1023,5,0,0,"ᚷ",
2102,1078532755559809134,singhh,1,1021,5,0,0,"ᛉ",
2103,838590819367649320,AbleEngine,1,1017,5,0,0,"ᚷ",
2104,845397647853355069,Saldainis,1,1014,3,0,0,"ᛖ",
2105,957574101281677363,ck,1,1014,7,0,0,"ᚷ",
2106,952254599706853427,Rohail22,1,1012,5,0,0,"ᛞ",
2107,239373413678972928,ma5k,1,1005,4,0,0,"ᛒ",
2108,915964851468247070,Mahikumat,1,1005,5,0,0,"ᚷ",
2109,1045911677960462357,mann90,1,1003,5,0,0,"ᛒ",
2110,1209084451443712022,GFamily,1,1003,3,0,0,"ᛃ",
2111,389782122178805763,"Abhi142 | Suiswap",1,1002,3,0,0,"ᛞ",
2112,1061208847257190421,"!   Itz_me_Romeo 🥷",1,1002,5,0,0,"ᛇ",
2113,829983332234297385,Spraya,1,994,5,0,0,"ᚷ",
2114,669185312794214412,"Rahul Kumar",1,993,3,0,0,"ᚷ",
2115,792248513794670612,Sarzzo,1,993,3,0,0,"ᛖ",
2116,816184697889620019,Nawazuddin,1,993,3,0,0,"ᛖ",
2117,828549318268813322,ExTrime,1,993,3,0,0,"ᛖ",
2118,833445827811999755,Skadius,1,993,3,0,0,"ᛖ",
2119,834091721788227594,YoloSwagGirl,1,993,3,0,0,"ᛖ",
2120,836680346988445697,Gamelon,1,993,3,0,0,"ᛖ",
2121,886463234964602910,manoj_stepn,1,993,3,0,0,"ᛒ",
2122,1174766089771700288,Figaro2,1,989,5,0,0,"ᛒ",
2123,1214611729452113984,Navetra,1,977,3,0,0,"ᚠ",
2124,344818214292815883,sorrihihi13,1,967,3,0,0,"ᚦ",
2125,847371525283512341,asim-DX,1,967,6,0,0,"ᛞ",
2126,1089260525331939479,bbw221,1,967,3,0,0,"ᚦ",
2127,1089534947347411075,jinwoo#2129,1,967,3,0,0,"ᚦ",
2128,950066917027237918,guess,1,959,6,0,0,"ᛒ",
2129,921797181395054642,pk,1,958,4,0,0,"ᛞ",
2130,938396087646060554,deymonika5,1,958,3,0,0,"ᛇ",
2131,968434620242747442,harikshan,1,956,3,0,0,"ᛃ",
2132,761595236312809472,ChaudhryMubashir,1,955,3,0,0,"ᛃ",
2133,1059471302777372692,Raja9361,1,955,3,0,0,"ᛖ",
2134,709293723057651794,"cryptoon | Gomble Games",1,953,3,0,0,"ᛗ",
2135,747195213084229762,SajuMondal,1,951,7,0,0,"ᛉ",
2136,833671715048390687,SovietMushroom,1,949,3,0,0,"ᛖ",
2137,751823894528393256,"Mr beast ..",1,947,1,0,0,"ᚠ",
2138,825388061008592966,"PhiBi💕",1,947,1,0,0,"ᚨ",
2139,1106883999533629491,abhianbh,1,947,1,0,0,"ᚢ",
2140,844248357618188339,FasTIK,1,939,4,0,0,"ᚷ",
2141,980916347175309362,"Totan | Web3Go",1,937,3,0,0,"ᛇ",
2142,979111390151340103,bitu7569,1,934,6,0,0,"ᛗ",
2143,814460699576762378,SlapMachine,1,927,4,0,0,"ᚷ",
2144,820186752995557386,SoraAki,1,927,4,0,0,"ᚷ",
2145,831596128776618024,ErmacPD,1,927,4,0,0,"ᚷ",
2146,833426677522104381,Boombl4F,1,927,4,0,0,"ᚷ",
2147,818472928140197889,Deergon,1,925,2,0,0,"ᛖ",
2148,823076790113140767,Inframan29,1,925,2,0,0,"ᛖ",
2149,833658611146031116,Viper25,1,925,2,0,0,"ᛖ",
2150,836700601768607844,MANUEH,1,925,2,0,0,"ᛖ",
2151,848749163201429525,MontezumA,1,925,2,0,0,"ᛖ",
2152,958020888236789823,Tangerine_Hocc,1,924,7,0,0,"ᛒ",
2153,758637217500626954,ALPHA_MAX,1,920,3,0,0,"ᚷ",
2154,824646370299740180,AnmolHeera,1,919,3,0,0,"ᚹ",
2155,1043377352719208528,shallwetalk8888,1,908,3,0,0,"ᛃ",
2156,817693956049469460,BurberryBuck,1,904,4,0,0,"ᚷ",
2157,820480053502148610,"Rinkeby。。。^_^",1,904,10,0,0,"ᚷ",
2158,834099260114075698,SadSuka,1,904,4,0,0,"ᚷ",
2159,979114872405110805,alok0992,1,904,5,0,0,"ᛟ",
2160,1000980348366233700,debjhalak30,1,901,2,0,0,"ᛞ",
2161,836680772264919050,Toeknee,1,896,6,0,0,"ᚺ",
2162,979113001053454366,hhd0722,1,892,6,0,0,"ᛉ",
2163,751749393257988137,Kryptofantom,1,890,2,0,0,"ᛒ",
2164,1138539246081282088,harshita,1,889,5,0,0,"ᛖ",
2165,947070378130432050,nikhil123,1,882,3,0,0,"ᛈ",
2166,1012684847673790527,sudip0284,1,880,6,0,0,"ᛞ",
2167,1109476887312470146,SG,1,866,4,0,0,"ᛇ",
2168,968435540804370462,srrahul1312,1,863,4,0,0,"ᛇ",
2169,747294905767821454,shubham83.,1,862,7,0,0,"ᚹ",
2170,898815570949066763,Abhi||IND||mod,1,852,8,0,0,"ᛊ",
2171,813027994792493066,OmenEcho,1,849,3,0,0,"ᚷ",
2172,817762689467416607,Carvar,1,849,3,0,0,"ᚷ",
2173,828548206077804554,Glayriel,1,849,3,0,0,"ᚷ",
2174,829927455808159754,Number99,1,849,3,0,0,"ᚷ",
2175,838590613951086622,Spyyder,1,849,3,0,0,"ᚷ",
2176,848837963521851414,SunriseEuw,1,849,3,0,0,"ᚷ",
2177,664524637908238338,"Mikaeel khan",1,841,5,0,0,"ᛗ",
2178,689151528304771114,"Richav🕵",1,836,7,0,0,"ᛚ",
2179,1196470777835434056,kumarr22,1,836,4,0,0,"ᛒ",
2180,844892562979422238,"Raj gupta",1,834,2,0,0,"ᛇ",
2181,944577791674945606,"jyangdo🕵",1,831,3,0,0,"ᛟ",
2182,1076956293094445057,Punktoshi,1,830,4,0,0,"ᛖ",
2183,825311255580377088,"Chetan5 🕵🏻♂ ⛓ SubQuery",1,829,3,0,0,"ᛈ",
2184,848810530630139944,MiauMann,1,828,1,0,0,"ᛖ",
2185,831537491433357333,alpazavr_meta,1,821,2,0,0,"ᛉ",
2186,331788654441922560,jojo,1,819,2,0,0,"ᛇ",
2187,1065464898768867438,Akashjii,1,817,2,0,0,"ᛏ",
2188,765954822633422879,Ajit,1,807,4,0,0,"ᚷ",
2189,840939347225739264,1,1,802,3,0,0,"ᚷ",
2190,524662059884085257,"Marquise| Web3Go",1,801,3,0,0,"ᛉ",
2191,710006120474738731,"BossCat MrBandit",1,800,2,0,0,"ᛏ",
2192,797464853987983391,sanjaypatel,1,798,4,0,0,"ᛉ",
2193,832128568934400040,"Jack Conqueror | 🕵",1,797,3,0,0,"ᛒ",
2194,523046045857480706,sanjay9114,1,796,2,0,0,"ᛖ",
2195,833659684799905812,AdineX2,1,796,2,0,0,"ᚷ",
2196,1023585289899364402,sachinlugun,1,792,4,0,0,"ᚺ",
2197,561581817833062403,"sunny channi",1,790,4,0,0,"ᛇ",
2198,169452498891833345,.FANKI,1,787,3,0,0,"ᛇ",
2199,1211883099382743080,Pryorgirl1,1,785,5,0,0,"ᛉ",
2200,863372680379105290,"MAYANK-SHELL TRADE",1,783,8,0,0,"ᛗ",
2201,869822804151918652,gautamjoshi,1,777,4,0,0,"ᛚ",
2202,600321753314623497,"joker CM 🦭",1,773,2,0,0,"ᛟ",
2203,982216886525788210,sabbir,1,772,5,0,0,"ᛖ",
2204,1000656745166807060,Nikuy,1,768,4,0,0,"ᛇ",
2205,697690763512774707,poverse,1,766,5,0,0,"ᛇ",
2206,528228295322632224,Snippy,1,761,4,0,0,"ᚾ",
2207,1154807986649313331,"MR Khan",1,756,5,0,0,"ᚷ",
2208,591797134475526160,"♧♧DRAGON♧♧",1,753,4,0,0,"ᛏ",
2209,982637765009223761,"OviChowdhury l Researcher",1,752,3,0,0,"ᛇ",
2210,688148903622606870,lulli_bhai,1,743,3,0,0,"ᛊ",
2211,747814358779691149,dubaiservices.bnb,1,743,4,0,0,"ᚹ",
2212,971806571640283146,"krishna ⛓ SubQuery",1,735,3,0,0,"ᛒ",
2213,1049300334935298129,Lalit,1,734,5,0,0,"ᛇ",
2214,1204644158879305808,ankitdhakad,1,733,3,0,0,"ᚷ",
2215,368342524869345280,SiMu,1,730,6,0,0,"ᛊ",
2216,938406619941847040,didiop,1,727,3,0,0,"ᛗ",
2217,1043922192984981507,audreymaggie1e,1,724,3,0,0,"ᛁ",
2218,1108784894403936266,darrenhardy67,1,724,3,0,0,"ᛖ",
2219,996779976068178010,temi2194,1,720,8,0,0,"ᛈ",
2220,1150656363639361546,Shashikant,1,716,4,0,0,"ᛞ",
2221,1021716751572025354,Irfankhan,1,714,3,0,0,"ᛒ",
2222,1211700434285236255,SAUSAGE,1,712,3,0,0,"ᛏ",
2223,1212121422663516253,MeatDogy,1,712,3,0,0,"ᛈ",
2224,391356177277255680,jesse,1,709,2,0,0,"ᛇ",
2225,902527244172402698,Mahendra,1,709,5,0,0,"ᚢ",
2226,1198232092652355643,AirdropDao,1,706,3,0,0,"ᛟ",
